Nombre de la Institución Educativa|Provincia|Cantón|Sostenimiento|Jornada|Número de estudiantes|Número de docentes
CRUZ RAMIREZ DE CRUZ|EL ORO|MACHALA|Fiscal|Matutina|407|17
PAUL HARRIS|EL ORO|MACHALA|Fiscal|Matutina|299|19
RAYITO DE LUZ|EL ORO|MACHALA|Fiscal|Nocturna|31|1
TIERRA ADENTRO|EL ORO|MACHALA|Particular|Matutina|111|9
ROSA MARIA|EL ORO|MACHALA|Particular|Matutina|59|9
DRA. TEODORA LUCACIU|EL ORO|MACHALA|Particular|Matutina, Vesperina y Nocturna|147|10
UNION|EL ORO|MACHALA|Fiscal|Nocturna|28|1
LATINOAMERICANO|EL ORO|MACHALA|Particular|Matutina|238|15
TIA PATTY|EL ORO|MACHALA|Particular|Matutina|197|20
VICKER|EL ORO|MACHALA|Particular|Vespertina y Nocturna|48|7
TEMPLO DELA SABIDURÍA|EL ORO|MACHALA|Particular|Matutina|27|2
16  DE  MARZO|EL ORO|MACHALA|Fiscal|Nocturna|34|1
LA INMACULADA|EL ORO|MACHALA|Particular|Matutina|1484|70
TIA BLANQUITA|EL ORO|MACHALA|Particular|Matutina y Vespertina|200|10
ROSA SERRANO DE MADERO|EL ORO|MACHALA|Particular|Matutina|203|14
UNIDAD EDUCATIVA JOSE MARIA VELAZ|EL ORO|MACHALA|Fiscomisional|Vespertina|346|7
CENTRO ARTESANAL 25 DE JUNIO|EL ORO|MACHALA|Fiscal|Vespertina y Nocturna|381|21
PRINCIPITO Y MARCEL LANIADO DE WIND|EL ORO|MACHALA|Particular|Matutina|1428|106
JESUS DE NAZARETH|EL ORO|MACHALA|Particular|Matutina|103|12
16 DE JUNIO|EL ORO|MACHALA|Particular|Matutina|424|32
BOLIVARIANO|EL ORO|MACHALA|Particular|Matutina|60|10
TEMISTOCLES ARAUZ ROJAS|EL ORO|MACHALA|Fiscal|Matutina|95|5
SANTA MARIA|EL ORO|MACHALA|Particular|Matutina|553|55
ELOY ALFARO|EL ORO|MACHALA|Particular|Matutina y Vespertina|718|41
JUANA DE DIOS|EL ORO|MACHALA|Particular|Matutina|252|21
MANUEL BUENO FAJARDO|EL ORO|MACHALA|Particular|Matutina|99|7
SAN FRANCISCO|EL ORO|MACHALA|Particular|Matutina|77|9
DEL PACIFICO|EL ORO|MACHALA|Particular|Matutina|944|68
SAGRADO CORAZON DE JESUS|EL ORO|MACHALA|Particular|Matutina|104|11
ATAHUALPA|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|1282|65
HERMANO MIGUEL|EL ORO|MACHALA|Particular|Matutina|1327|73
JOSE JARAMILLO MONTOYA|EL ORO|MACHALA|Particular|Matutina|995|33
JUAN MONTALVO|EL ORO|MACHALA|Fiscal|Matutina|412|18
FULTON FRANCO CRUZ|EL ORO|MACHALA|Fiscal|Matutina|172|9
DIEGO MINUCHE GARRIDO|EL ORO|MACHALA|Fiscal|Matutina|491|20
CLEOPATRA FERNANDEZ DE CASTILLO|EL ORO|MACHALA|Fiscal|Matutina|390|16
ENRIQUETA DE WIND DE LANIADO|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|385|14
LAS ARDILLITAS|EL ORO|MACHALA|Fiscal|Matutina|178|4
JOSE UGARTE MOLINA|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|551|24
MARIO MINUCHE MURILLO|EL ORO|MACHALA|Fiscal|Matutina|444|22
REPUBLICA DEL ECUADOR|EL ORO|MACHALA|Fiscal|Matutina y Nocturna|495|27
PROFESOR FLORESMILO RODRIGUEZ ARGUELLO|EL ORO|MACHALA|Fiscal|Matutina|213|9
SOSENA BARREZUETA DE ZAMORA|EL ORO|MACHALA|Fiscal|Matutina|413|15
EL ORO|EL ORO|MACHALA|Fiscal|Matutina, Vesperina y Nocturna|2107|109
FRANCISCO OCHOA ORTIZ|EL ORO|MACHALA|Fiscal|Matutina|226|8
HEROES DEL CENEPA|EL ORO|MACHALA|Fiscal|Matutina|168|10
JORGE EFREN REYES MENDEZ|EL ORO|MACHALA|Fiscal|Matutina|149|8
JUAN MONTALVO|EL ORO|MACHALA|Fiscal|Matutina, Vesperina y Nocturna|1935|89
NUEVA ESPERANZA|EL ORO|MACHALA|Fiscal|Nocturna|29|1
SOL NACIENTE|EL ORO|MACHALA|Particular|Matutina|74|8
ELOY ALFARO|EL ORO|MACHALA|Fiscal|Nocturna|28|1
LAS TOLAS 1|EL ORO|MACHALA|Fiscal|Vespertina|31|1
ALBERTO CRUZ MURILLO|EL ORO|MACHALA|Fiscal|Matutina|629|24
DR ALFREDO PAREJA DIEZCANSECO|EL ORO|MACHALA|Fiscal|Matutina|411|18
CENTRO PRIMARIA POPULAR CHACRAS|EL ORO|MACHALA|Fiscal|Nocturna|13|1
CENTRO DE PRIMARIA POPULAR 10 DE SEPTIEMBRE|EL ORO|MACHALA|Fiscal|Nocturna|20|1
LOS HEROES DE ARMAGEDON|EL ORO|MACHALA|Fiscomisional|Matutina|226|10
ALEXANDER|EL ORO|MACHALA|Particular|Matutina|149|16
HOUSE SCHOOL|EL ORO|MACHALA|Particular|Matutina|209|20
LUZ DEL MUNDO|EL ORO|MACHALA|Particular|Matutina|85|10
MARISCAL SUCRE|EL ORO|MACHALA|Particular|Matutina|240|13
9  DE MAYO|EL ORO|MACHALA|Particular|Matutina, Vesperina y Nocturna|1299|20
24 DE MAYO|EL ORO|MACHALA|Particular|Matutina|181|15
JAVIER|EL ORO|MACHALA|Particular|Matutina|582|33
PARAISO DE LOS NIÑOS|EL ORO|MACHALA|Particular|Matutina|287|19
SARA MOLINA DE GARCIA|EL ORO|MACHALA|Fiscal|Matutina|300|13
ROSA ORTEGA|EL ORO|MACHALA|Particular|Matutina|39|8
CELIA PALACIOS ORDOÑEZ|EL ORO|MACHALA|Fiscal|Matutina|237|9
MARIA DE FATIMA|EL ORO|MACHALA|Particular|Matutina|129|8
CENTRO DE FORMACION  ARTESANAL FISCAL  MACHALA|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|442|18
JORGE MURILLO UGARTE|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|511|23
MARIANA BUSTAMANTE DE GIA|EL ORO|MACHALA|Fiscal|Matutina|146|9
LICEO CRISTIANO MACHALA|EL ORO|MACHALA|Particular|Matutina|105|7
PABLO HANNIBAL VELA|EL ORO|MACHALA|Fiscal|Matutina|160|11
EL MUNDO DE LOS NIÑOS|EL ORO|MACHALA|Particular|Matutina|48|2
SIMON BOLIVAR|EL ORO|MACHALA|Fiscal|Nocturna|18|1
MARIA FRANCO DE CARRILLO|EL ORO|MACHALA|Fiscal|Matutina|178|8
RAMOS DE OLIVA ECHEVERRIA1|EL ORO|MACHALA|Fiscal|Matutina|194|11
LUIS BALLADARES CHUCHUCA|EL ORO|MACHALA|Fiscal|Matutina|157|10
ISMAEL PEREZ PAZMIÑO|EL ORO|MACHALA|Fiscal|Matutina, Vesperina y Nocturna|2641|114
CIUDAD DE MACHALA|EL ORO|MACHALA|Fiscal|Matutina|909|35
EULOGIO SERRANO ARMIJOS|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|587|24
AUGUSTA MORA DE FRANCO|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|349|17
MACHALA|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|1425|75
AMAZONAS|EL ORO|MACHALA|Fiscal|Nocturna|673|33
INSTITUTO DE EDUCACION ESPECIAL DE CIEGOS Y SORDOS|EL ORO|MACHALA|Fiscal|Matutina|86|10
SIMON BOLIVAR|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|866|30
LEOPOLDO MUÑOZ RODRIGUEZ|EL ORO|MACHALA|Fiscal|Matutina|198|13
25 DE JUNIO|EL ORO|MACHALA|Fiscal|Matutina|401|20
24 DE JUNIO|EL ORO|MACHALA|Fiscal|Matutina|296|15
EDUCACION  ESPECIAL DE EL ORO|EL ORO|MACHALA|Fiscal|Matutina|186|23
9 DE OCTUBRE|EL ORO|MACHALA|Fiscal|Matutina, Vesperina y Nocturna|4274|175
VICTOR  ANTONIO MORENO MOSQUERA|EL ORO|MACHALA|Fiscal|Matutina|554|19
KLEBER FRANCO CRUZ|EL ORO|MACHALA|Fiscal|Matutina y Nocturna|1032|70
FUENTE DE VIDA|EL ORO|MACHALA|Fiscal|Matutina|30|2
18 DE OCTUBRE|EL ORO|MACHALA|Fiscal|Nocturna|33|1
MIS PRIMERAS LETRAS|EL ORO|MACHALA|Particular|Matutina|6|2
ARCO IRIS|EL ORO|MACHALA|Particular|Matutina|129|9
NUEVA SEMILLITA|EL ORO|MACHALA|Particular|Matutina|102|12
CENTRO FORMACION ARTESANAL LADY FORM|EL ORO|MACHALA|Particular|Matutina, Vesperina y Nocturna|100|5
RENE|EL ORO|MACHALA|Particular|Matutina, Vesperina y Nocturna|631|27
CENTRO DE FORMACION ARTESANAL PARTICULAR AMERICA|EL ORO|MACHALA|Particular|Vespertina y Nocturna|31|7
KICHWAKUNAPAK AMAUTA YACHAY|EL ORO|MACHALA|Fiscal|Matutina|42|3
CELESTE MURILLO|EL ORO|MACHALA|Particular|Matutina, Vesperina y Nocturna|2|7
LOS AMIGUITOS|EL ORO|MACHALA|Particular|Matutina|54|4
ATLANTIC COLLEGE|EL ORO|MACHALA|Particular|Matutina|68|9
ROMEO MURILLO PAZMIÑO|EL ORO|MACHALA|Fiscal|Matutina|627|24
MARIOLA JULIA|EL ORO|MACHALA|Particular|Matutina, Vesperina y Nocturna|6|7
CENTRO 11 DE JUNIO POPULAR PERMANENTE|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|102|4
SANTA ELENA|EL ORO|MACHALA|Fiscal|Matutina|132|3
SGTO HECTOR CHICA ESPINOZA|EL ORO|MACHALA|Fiscal|Matutina|66|6
AMERICANO ELGA|EL ORO|MACHALA|Particular|Matutina|110|15
SAUCES 2|EL ORO|MACHALA|Fiscal|Vespertina|24|1
GALO PLAZA LASSO|EL ORO|MACHALA|Fiscal|Matutina|161|7
CLARA FERNANDEZ MARQUEZ|EL ORO|MACHALA|Fiscal|Matutina|271|16
TOMAS LARREA|EL ORO|MACHALA|Fiscal|Nocturna|72|3
DR MANUEL BENJAMIN CARRION MORA|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|605|21
FRANCISCO XAVIER TRUJILLO|EL ORO|MACHALA|Fiscal|Matutina|263|16
GALO PLAZA LASSO|EL ORO|MACHALA|Fiscal|Matutina|735|25
MARIA CELIA ERNESTINA MORA SARES|EL ORO|MACHALA|Fiscal|Matutina|157|10
ISABEL LA CATOLICA|EL ORO|MACHALA|Fiscal|Matutina|552|24
MERCEDES CRUZ DE CRUZ|EL ORO|MACHALA|Fiscal|Vespertina|235|10
LUZ DE AMERICA|EL ORO|MACHALA|Fiscal|Matutina|474|20
BOLIVIA BENITEZ|EL ORO|MACHALA|Fiscal|Matutina|515|23
CONSERVATORIO NACIONAL DE MUSICA MACHALA|EL ORO|MACHALA|Fiscal|Vespertina|0|25
SULIMA GARCIA VALAREZO|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|903|31
BOLIVAR MADERO VARGAS|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|364|17
DAVID RODAS CUERVO|EL ORO|MACHALA|Fiscal|Matutina|413|20
LUIS AMANDO UGARTE LEMUS|EL ORO|MACHALA|Fiscal|Matutina|814|29
LA PROVIDENCIA|EL ORO|MACHALA|Fiscal|Matutina|528|21
JOSE VICENTE PEÑAFIEL ESCALANTE|EL ORO|MACHALA|Fiscal|Nocturna|40|3
MARTHA BUCARAM DE ROLDOS|EL ORO|MACHALA|Fiscal|Matutina|215|10
JUAN HENRIQUEZ COELLO|EL ORO|MACHALA|Fiscal|Matutina|778|36
LAS ÁGUILAS DEL SABER|EL ORO|MACHALA|Particular|Matutina|25|5
9 DE MAYO|EL ORO|MACHALA|Fiscal|Matutina|323|21
MANUEL MINUCHE TORRES|EL ORO|MACHALA|Fiscal|Matutina|208|13
OLINDA GALVEZ DE ARMIJOS|EL ORO|MACHALA|Fiscal|Matutina|43|3
MIGUEL ANGEL PINEDA COBOS|EL ORO|MACHALA|Fiscal|Matutina|37|3
LUCIANA CASTRO DE CUCALON|EL ORO|MACHALA|Fiscal|Matutina|65|6
DELFINA ECHEVERRIA DE JARA|EL ORO|MACHALA|Fiscal|Matutina|100|10
10 DE AGOSTO|EL ORO|MACHALA|Fiscal|Matutina|73|5
RAFAEL GONZÁLEZ RUBIO|EL ORO|MACHALA|Fiscal|Matutina|224|13
NUEVO AMANECER|EL ORO|MACHALA|Particular|Matutina|109|13
ELOY ALFARO|EL ORO|MACHALA|Fiscal|Matutina|74|5
SONRISITAS|EL ORO|MACHALA|Particular|Matutina|9|2
23 DE ABRIL|EL ORO|MACHALA|Fiscal|Matutina|312|17
REMIGEO GEO GOMEZ GUERRERO|EL ORO|MACHALA|Fiscal|Matutina|64|5
GENERAL ELOY ALFARO|EL ORO|MACHALA|Fiscal|Matutina|290|13
HEROES DEL 41|EL ORO|MACHALA|Fiscomisional|Matutina|1851|87
25 DE JUNIO|EL ORO|MACHALA|Fiscal|Matutina|49|4
ENRIQUE AUGUSTO CASTRO AGUILAR|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|799|34
KLEBER FRANCO CRUZ|EL ORO|MACHALA|Fiscal|Matutina|80|6
ALEJANDRO CASTRO BENITEZ|EL ORO|MACHALA|Fiscal|Matutina|409|24
AZUCENA LEON ROSADO DE MORALES|EL ORO|MACHALA|Fiscal|Matutina|15|1
LOS ROSALES|EL ORO|MACHALA|Fiscal|Matutina|14|1
UNION NACIONAL DE EDUCADORES  UNE|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|424|24
ANDRES  CEDILLO PRIETO|EL ORO|MACHALA|Fiscal|Matutina|331|12
AMADA AGURTO DE GALARZA|EL ORO|MACHALA|Fiscal|Matutina|253|12
RED EDUCATIVA MA1  ROTARY CLUB MACHALA MODERNO|EL ORO|MACHALA|Fiscal|Matutina|672|28
HEROES DE PAQUISHA|EL ORO|MACHALA|Fiscal|Matutina|627|20
ATAHUALPA|EL ORO|MACHALA|Fiscal|Vespertina|30|1
CHILLA|EL ORO|MACHALA|Fiscal|Nocturna|30|1
MACHALA|EL ORO|MACHALA|Fiscal|Nocturna|27|1
VIRGEN DE AMERICA|EL ORO|MACHALA|Fiscomisional|Matutina|160|7
LICEO  NAVAL JAMBELI|EL ORO|MACHALA|Particular|Matutina|1273|65
HEROES DEL CENEPA|EL ORO|MACHALA|Particular|Matutina|117|7
MANUEL ENCALADA JULIO MATOVELLE|EL ORO|MACHALA|Particular|Matutina|586|25
LUZ DE CRISTO|EL ORO|MACHALA|Particular|Matutina|85|8
MONSEÑOR LEONIDAS PROAÑO VILLALVA|EL ORO|MACHALA|Particular|Matutina|33|6
JUAN BAUTISTA AGUIRRE|EL ORO|MACHALA|Particular|Matutina y Vespertina|167|9
PUERTO BOLIVAR|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|94|10
VIRGEN DE FATIMA|EL ORO|MACHALA|Particular|Matutina|379|17
MI SENDERO|EL ORO|MACHALA|Particular|Matutina|137|17
ESPIRITU SANTO|EL ORO|MACHALA|Particular|Matutina|194|13
VIRGEN DEL CISNE|EL ORO|MACHALA|Particular|Matutina|307|18
CENTRO DE PRIMARIA POPULAR AMAZONAS|EL ORO|MACHALA|Fiscal|Nocturna|30|1
MARINERITO|EL ORO|MACHALA|Particular|Matutina|68|7
DIVINO NIÑO|EL ORO|MACHALA|Particular|Matutina|101|9
JESUCRISTO ES EL REY|EL ORO|MACHALA|Particular|Matutina|61|9
SIETE DE MAYO|EL ORO|MACHALA|Particular|Matutina|301|20
VENECIA DEL MAR|EL ORO|MACHALA|Fiscal|Vespertina|33|1
AUTORIDAD PORTUARIA|EL ORO|MACHALA|Fiscal|Matutina|29|1
UNION NACIONAL DE EDUCADORES|EL ORO|MACHALA|Fiscal|Matutina|904|31
OLIMPIA CARDENAS DE ROSALES|EL ORO|MACHALA|Fiscal|Matutina|85|3
MAURO MATAMOROS MEZA|EL ORO|MACHALA|Fiscal|Matutina|229|12
MANUEL ISAAC ENCALADA MORA|EL ORO|MACHALA|Fiscal|Matutina|290|12
CARLOTA RODAS CUERVO DE DAVALOS|EL ORO|MACHALA|Fiscal|Matutina|232|11
SARA SERRANO DE MARIDUEÑA|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|706|23
DORALINA RIVERA NAVARRO|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|227|9
24 DE JULIO|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|415|23
EUGENIO ESPEJO|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|820|33
DANIEL CORDOVA TORAL|EL ORO|MACHALA|Fiscal|Matutina y Vespertina|506|17
HECTOR ENCALADA SANCHEZ|EL ORO|MACHALA|Fiscal|Matutina|485|20
SIMON BOLIVAR|EL ORO|MACHALA|Fiscal|Matutina, Vesperina y Nocturna|1376|66
CENTRO  DE  REHABILITACIÓN|EL ORO|MACHALA|Fiscal|Matutina|67|11
6 DE NOVIEMBRE|EL ORO|MACHALA|Fiscal|Matutina|16|0
JOSÉ MARÍA VELAZ|EL ORO|MACHALA|Fiscomisional|Matutina|58|0
MOSARC|EL ORO|MACHALA|Particular|Matutina|7|3
LA UNIÓN|EL ORO|MACHALA|Fiscal|Vespertina|30|1
MARISCAL ANTONIO JOSE DE SUCRE|EL ORO|MARCABELI|Fiscal|Matutina|11|1
CARLOS MORAN ZAMBRANO|EL ORO|MARCABELI|Fiscal|Matutina|26|4
VICENTE ROCAFUERTE|EL ORO|MARCABELI|Fiscal|Matutina|5|1
SIMON BOLIVAR|EL ORO|MARCABELI|Fiscal|Matutina|34|2
LA INMACULADA|EL ORO|MARCABELI|Fiscal|Vespertina|51|7
DR. BERNARDO AGUILAR|EL ORO|MARCABELI|Fiscal|Matutina|5|1
FEBRES CORDERO|EL ORO|MARCABELI|Fiscal|Matutina|378|22
LUIS ENRIQUE CORDOVA|EL ORO|MARCABELI|Fiscomisional|Matutina|322|17
CARITAS ALEGRES|EL ORO|MARCABELI|Fiscal|Matutina|30|1
CIUDAD DE MARCABELI|EL ORO|MARCABELI|Fiscal|Matutina|81|8
DR JORGE ZAVALA BAQUERIZO|EL ORO|MARCABELI|Fiscal|Matutina|5|2
30 DE SEPTIEMBRE|EL ORO|MARCABELI|Fiscal|Matutina|26|3
FRANCISCO CARRION ROMERO|EL ORO|MARCABELI|Fiscal|Matutina|19|3
MARCABELI|EL ORO|MARCABELI|Fiscal|Matutina y Nocturna|708|51
ING ANDRES CORSINO GARCIA|EL ORO|PASAJE|Fiscal|Matutina|31|3
15 DE MAYO|EL ORO|PASAJE|Fiscal|Matutina|21|1
EL PROGRESO|EL ORO|PASAJE|Fiscal|Vespertina|65|7
LUIS POVEDA ORELLANA|EL ORO|PASAJE|Fiscal|Matutina|191|10
PEDRO TORIBIO NAULA|EL ORO|PASAJE|Fiscal|Matutina|2|1
DELFIN AMAYA ENCALADA|EL ORO|PASAJE|Fiscal|Matutina|9|1
OLIVA CARDENAS BATALLAS DE SÁNCHEZ|EL ORO|PASAJE|Fiscal|Matutina|41|7
LUIS AMANDO MENDOZA MOREIRA|EL ORO|PASAJE|Fiscal|Matutina|10|1
NICOLAS SALDAÑA CARPIO|EL ORO|PASAJE|Fiscal|Matutina|23|3
GENERAL CALICUCHIMA|EL ORO|PASAJE|Fiscal|Matutina|63|7
DR ALFREDO VERA|EL ORO|PASAJE|Fiscal|Matutina|49|6
PROVINCIA DE EL ORO|EL ORO|PASAJE|Fiscal|Matutina|18|2
PROVINCIA DEL ORO|EL ORO|PASAJE|Fiscal|Matutina|28|1
TELMO AMAYA|EL ORO|PASAJE|Fiscal|Matutina|15|1
REPUBLICA DE BRASIL|EL ORO|PASAJE|Fiscal|Matutina|148|11
BOLIVAR MADERO VARGAS|EL ORO|PASAJE|Fiscal|Matutina|14|2
DELFIN AMAYA ENCALADA|EL ORO|PASAJE|Fiscal|Matutina|19|2
PEDRO VICENTE MALDONADO|EL ORO|PASAJE|Fiscal|Matutina|13|1
GALAYACU|EL ORO|PASAJE|Fiscal|Vespertina|14|1
SAN  ANTONIO|EL ORO|PASAJE|Fiscal|Vespertina|15|1
NUEVA ESPERANZA|EL ORO|PASAJE|Fiscal|Nocturna|15|1
MUYUYACU|EL ORO|PASAJE|Fiscal|Vespertina y Nocturna|18|1
EL PROGRESO|EL ORO|PASAJE|Fiscal|Matutina|163|12
TEMISTOCLES ROMERO LUCIN|EL ORO|PASAJE|Fiscal|Matutina|46|8
AURELIO PRIETO MUELA|EL ORO|PASAJE|Fiscal|Matutina|309|14
FELIPE ISIDORO BARRIGA LARREA|EL ORO|PASAJE|Fiscal|Matutina|17|2
ZOILA ELICIA IDROVO DE ORDOÑEZ|EL ORO|PASAJE|Fiscal|Matutina|8|1
OLIVA CARDENAS DE SANCHEZ|EL ORO|PASAJE|Fiscal|Matutina|107|11
ABEL UGARTE MUELAS|EL ORO|PASAJE|Fiscal|Matutina|216|9
AURELIO PRIETO MUELAS|EL ORO|PASAJE|Fiscal|Matutina y Nocturna|301|21
CENTRO DE PRIMARIA POPULAR  BUENAVISTA|EL ORO|PASAJE|Fiscal|Nocturna|30|1
RICAGER|EL ORO|PASAJE|Fiscal|Nocturna|19|1
EL ASERRIO|EL ORO|PASAJE|Fiscal|Vespertina|16|1
JORGE ICAZA|EL ORO|PASAJE|Fiscal|Matutina|275|22
MANUEL ISAAC ENCALADA ZUÑIGA|EL ORO|PASAJE|Fiscal|Matutina|619|21
FLAVIO AGUILAR HERNANDEZ|EL ORO|PASAJE|Fiscal|Matutina|144|9
REPUBLICA DE PANAMA|EL ORO|PASAJE|Fiscal|Matutina|233|11
AMELIA TOBAR SUBIAGA|EL ORO|PASAJE|Fiscal|Matutina|370|17
MANUEL  A  GONZALEZ|EL ORO|PASAJE|Particular|Matutina|573|28
JOHN  KENNEDY|EL ORO|PASAJE|Fiscal|Matutina|358|20
ALBERTO SERRANO ZAMBRANO|EL ORO|PASAJE|Fiscal|Matutina|88|9
RODRIGO UGARTE CORDOVA|EL ORO|PASAJE|Fiscal|Matutina|330|22
21 DE JUNIO|EL ORO|PASAJE|Fiscal|Matutina|94|10
ANGEL BALDOMERO NAGUA|EL ORO|PASAJE|Particular|Matutina|221|21
MARISCAL SUCRE|EL ORO|PASAJE|Particular|Matutina|121|13
ESILDA UGARTE DE MUÑOZ|EL ORO|PASAJE|Fiscal|Matutina|111|7
INGENIERO  JOSE CORSINO CARDENAS|EL ORO|PASAJE|Fiscal|Matutina y Vespertina|765|46
ABDON CALDERON GARAICOA|EL ORO|PASAJE|Fiscal|Matutina|588|25
SANTISIMOS CORAZONES|EL ORO|PASAJE|Particular|Matutina|414|19
PANAMERICANO|EL ORO|PASAJE|Particular|Matutina|90|14
JUAN XXIII|EL ORO|PASAJE|Fiscomisional|Matutina|310|26
PASAJE|EL ORO|PASAJE|Fiscal|Vespertina y Nocturna|960|49
NUEVO MILENIO|EL ORO|PASAJE|Particular|Matutina|113|12
23 DE ABRIL|EL ORO|PASAJE|Fiscal|Matutina|157|11
EVA ESPERANZA BATALLAS DE FALQUEZ|EL ORO|PASAJE|Fiscal|Matutina|551|32
COLEGIO  POPULAR  PASAJE|EL ORO|PASAJE|Fiscal|Matutina|232|16
BATALLON DE INFANTERIA 3 PICHINCHA|EL ORO|PASAJE|Fiscal|Nocturna|11|0
JUBONES|EL ORO|PASAJE|Particular|Matutina|107|18
JUAN CAMACHO|EL ORO|PASAJE|Particular|Matutina|148|13
DR JOSE OCHOA LEON|EL ORO|PASAJE|Fiscal|Matutina, Vesperina y Nocturna|2187|117
LUIS ANGEL LEON ROMAN|EL ORO|PASAJE|Fiscal|Matutina|201|11
TERESA URDIALES DE PAVON|EL ORO|PASAJE|Fiscal|Matutina|39|2
ORDONEZ AVILA|EL ORO|PASAJE|Particular|Matutina, Vesperina y Nocturna|87|6
LIBERTAD|EL ORO|PASAJE|Fiscal|Nocturna|15|0
ZULIMA VACA RIVERA|EL ORO|PASAJE|Fiscal|Matutina|664|28
MANUELA CAÑIZARES|EL ORO|PASAJE|Fiscal|Matutina|256|9
MANUELA CAÑIZARES|EL ORO|PASAJE|Fiscal|Matutina|904|32
CENTRO DE PRIMARIA POPULAR JUAN MONTALVO|EL ORO|PASAJE|Fiscal|Nocturna|19|0
PRIMERO DE NOVIEMBRE|EL ORO|PASAJE|Fiscal|Matutina|379|21
ALBERTO HERDOIZA|EL ORO|PASAJE|Fiscal|Matutina|7|1
CHIQUILLADAS|EL ORO|PASAJE|Particular|Matutina|69|15
JUAN PABLO II|EL ORO|PASAJE|Particular|Matutina|223|18
GABRIELA MISTRAL|EL ORO|PASAJE|Particular|Matutina|10|2
EUGENIO GARCIA GARCIA|EL ORO|PASAJE|Fiscal|Matutina|54|5
RUMIÑAHUI|EL ORO|PASAJE|Fiscal|Matutina|369|18
ROGERIO ZAMORA|EL ORO|PASAJE|Fiscal|Matutina y Vespertina|586|25
VICENTE ROCAFUERTE|EL ORO|PASAJE|Fiscal|Matutina y Vespertina|885|30
CIUDAD DE PASAJE|EL ORO|PASAJE|Fiscal|Matutina|416|20
FRANCISCO OCHOA ORTIZ|EL ORO|PASAJE|Fiscal|Matutina|16|4
ALEJANDRO CAMPOVERDE ANDRADE|EL ORO|PASAJE|Fiscal|Matutina|336|19
ALBORADA|EL ORO|PASAJE|Particular|Matutina|109|10
JOSE MARIA VELAZ  EXT21|EL ORO|PASAJE|Fiscomisional|Matutina|232|9
LICEO PARTICULA ISRAEL|EL ORO|PASAJE|Particular|Matutina|74|10
CAPITAN JUAN SALINAS|EL ORO|PASAJE|Fiscal|Matutina|204|11
JUAN MONTALVO|EL ORO|PASAJE|Fiscal|Matutina|458|21
JUANA DE ORO|EL ORO|PASAJE|Fiscal|Vespertina|15|1
LOS NARANJOS|EL ORO|PASAJE|Fiscal|Vespertina|17|1
CAMPO REAL|EL ORO|PASAJE|Fiscal|Vespertina|18|1
CHARLENE|EL ORO|PASAJE|Particular|Matutina y Vespertina|123|4
LA ROSITA  3|EL ORO|PASAJE|Fiscal|Vespertina|15|0
NUEVOS HORIZONTES|EL ORO|PASAJE|Fiscal|Vespertina|15|1
CENTRO DE PRIMARIA POPULAR SANTA MARTHA|EL ORO|PASAJE|Fiscal|Nocturna|36|1
JUSTICIA DE DIOS|EL ORO|PASAJE|Fiscal|Nocturna|15|1
24 DE MAYO|EL ORO|PASAJE|Fiscal|Nocturna|15|1
SAN GABRIEL|EL ORO|PASAJE|Fiscal|Vespertina|14|1
PASAJE LIBRE|EL ORO|PASAJE|Fiscal|Nocturna|15|1
 LA MONCA|EL ORO|PASAJE|Fiscal|Vespertina y Nocturna|30|1
OBRERO MUNICIPAL|EL ORO|PASAJE|Fiscal|Vespertina|15|1
3 DE JULIO|EL ORO|PASAJE|Fiscal|Matutina|15|0
CARMEN MORA DE ENCALADA|EL ORO|PASAJE|Fiscal|Matutina|1872|96
EDUARDO PAZMIÑO BARCIONA|EL ORO|PASAJE|Fiscal|Matutina|430|24
13 DE MAYO|EL ORO|PASAJE|Fiscal|Vespertina y Nocturna|33|1
FRANCISCO OCHOA ORTIZ|EL ORO|PASAJE|Fiscal|Matutina|130|9
GENERAL LUIS LARREA  ALBA|EL ORO|PASAJE|Fiscal|Matutina|26|3
DAVID MONROY|EL ORO|PASAJE|Fiscal|Matutina|15|2
LEOPOLDO MUÑOZ RODRIGUEZ|EL ORO|PASAJE|Fiscal|Matutina|44|5
DR LEONIDAS GARCIA ORTIZ|EL ORO|PASAJE|Fiscal|Matutina|318|17
29 DE MAYO|EL ORO|PASAJE|Fiscal|Matutina|12|1
